x-axis,1,2
second,Volt,Volt
-26.0000E-03,-4.1818E-03,+8.0245E-03
-25.8700E-03,-4.1416E-03,+8.5270E-03
-25.7400E-03,-4.1014E-03,+8.5270E-03
-25.6100E-03,-4.1818E-03,+8.5270E-03
-25.4800E-03,-4.2723E-03,+8.5270E-03
-25.3500E-03,-4.1316E-03,+8.5270E-03
-25.2200E-03,-4.1818E-03,+8.5270E-03
-25.0900E-03,-3.9306E-03,+8.5270E-03
-24.9600E-03,-4.1115E-03,+8.5270E-03
-24.8300E-03,-4.2924E-03,+8.5270E-03
-24.7000E-03,-4.2823E-03,+8.5270E-03
-24.5700E-03,-4.1818E-03,+8.5270E-03
-24.4400E-03,-4.1818E-03,+8.5270E-03
-24.3100E-03,-4.1818E-03,+8.5270E-03
-24.1800E-03,-4.2421E-03,+8.5270E-03
-24.0500E-03,-4.3326E-03,+8.3260E-03
-23.9200E-03,-4.1818E-03,+8.5270E-03
-23.7900E-03,-4.2522E-03,+8.5270E-03
-23.6600E-03,-4.4029E-03,+8.5270E-03
-23.5300E-03,-4.4331E-03,+8.5270E-03
-23.4000E-03,-4.3828E-03,+8.5270E-03
-23.2700E-03,-4.2723E-03,+8.2054E-03
-23.1400E-03,-4.1818E-03,+8.2657E-03
-23.0100E-03,-4.1818E-03,+8.5270E-03
-22.8800E-03,-4.2220E-03,+8.5270E-03
-22.7500E-03,-4.1818E-03,+8.0245E-03
-22.6200E-03,-3.9306E-03,+8.5270E-03
-22.4900E-03,-3.9306E-03,+8.5270E-03
-22.3600E-03,-3.9306E-03,+8.5270E-03
-22.2300E-03,-4.0914E-03,+8.5270E-03
-22.1000E-03,-3.9306E-03,+8.5270E-03
-21.9700E-03,-3.9306E-03,+8.5471E-03
-21.8400E-03,-3.6793E-03,+8.0848E-03
-21.7100E-03,-3.9306E-03,+8.5270E-03
-21.5800E-03,-3.7899E-03,+8.5270E-03
-21.4500E-03,-3.9306E-03,+8.5270E-03
-21.3200E-03,-3.8703E-03,+8.5270E-03
-21.1900E-03,-3.6994E-03,+8.0245E-03
-21.0600E-03,-3.9306E-03,+8.4868E-03
-20.9300E-03,-3.9306E-03,+8.0245E-03
-20.8000E-03,-3.9306E-03,+8.0245E-03
-20.6700E-03,-3.9306E-03,+8.3059E-03
-20.5400E-03,-3.9306E-03,+8.5270E-03
-20.4100E-03,-3.9306E-03,+8.5270E-03
-20.2800E-03,-3.9205E-03,+8.5270E-03
-20.1500E-03,-3.7296E-03,+8.5270E-03
-20.0200E-03,-3.9306E-03,+8.5270E-03
